"","doi","Class","Order","Suborder","Family","Genus","Species","Accession","Level","Trait","Collection","Estimate","Value","Metric","Adjusted_Value","Adjusted_Metric","Converted_Value","Converted_Metric","Conversion_Citation"
"129","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena bicolor","GCA_960531205.1","Chromosome","mass","Dry","NA",15.9,"mg",15.9,"mg",15.9,"mg",NA
"130","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena bicolor","GCA_960531205.1","Chromosome","mass","Dry","NA",10.696,"mg",10.696,"mg",10.696,"mg",NA
"131","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena bicolor","GCA_960531205.1","Chromosome","mass","Dry","NA",14.7,"mg",14.7,"mg",14.7,"mg",NA
"132","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena bicolor","GCA_960531205.1","Chromosome","mass","Dry","NA",14.7,"mg",14.7,"mg",14.7,"mg",NA
"133","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena bicolor","GCA_960531205.1","Chromosome","mass","Dry","NA",12.396,"mg",12.396,"mg",12.396,"mg",NA
"134","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena bicolor","GCA_960531205.1","Chromosome","mass","Dry","NA",10.7,"mg",10.7,"mg",10.7,"mg",NA
"135","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena bicolor","GCA_960531205.1","Chromosome","mass","Dry","NA",13.5,"mg",13.5,"mg",13.5,"mg",NA
"136","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena bicolor","GCA_960531205.1","Chromosome","mass","Dry","NA",12.3,"mg",12.3,"mg",12.3,"mg",NA
"137","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena bicolor","GCA_960531205.1","Chromosome","mass","Dry","NA",13.696,"mg",13.696,"mg",13.696,"mg",NA
"138","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena bicolor","GCA_960531205.1","Chromosome","mass","Dry","NA",13.733333,"mg",13.733333,"mg",13.733333,"mg",NA
"139","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena bicolor","GCA_960531205.1","Chromosome","mass","Dry","NA",12.5,"mg",12.5,"mg",12.5,"mg",NA
"140","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena bicolor","GCA_960531205.1","Chromosome","mass","Dry","NA",30.5,"mg",30.5,"mg",30.5,"mg",NA
"141","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena bicolor","GCA_960531205.1","Chromosome","mass","Dry","NA",16.9,"mg",16.9,"mg",16.9,"mg",NA
"142","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena bicolor","GCA_960531205.1","Chromosome","mass","Dry","NA",14.9,"mg",14.9,"mg",14.9,"mg",NA
"143","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena bicolor","GCA_960531205.1","Chromosome","mass","Dry","NA",8.866667,"mg",8.866667,"mg",8.866667,"mg",NA
"144","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena bicolor","GCA_960531205.1","Chromosome","mass","Dry","NA",12.9,"mg",12.9,"mg",12.9,"mg",NA
"145","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena bicolor","GCA_960531205.1","Chromosome","mass","Dry","NA",11.466667,"mg",11.466667,"mg",11.466667,"mg",NA
"146","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena bicolor","GCA_960531205.1","Chromosome","mass","Dry","NA",10.4,"mg",10.4,"mg",10.4,"mg",NA
"147","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena bucephala","GCA_947577245.1","Chromosome","mass","Dry","NA",13.521,"mg",13.521,"mg",13.521,"mg",NA
"148","https://doi.org/10.1111/1744-7917.12362","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena chrysosceles","GCA_963855975.1","Chromosome","mass","Dry","No",7.71,"mg",7.71,"mg",7.71,"mg",NA
"149","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena chrysosceles","GCA_963855975.1","Chromosome","mass","Dry","NA",6,"mg",6,"mg",6,"mg",NA
"150","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena chrysosceles","GCA_963855975.1","Chromosome","mass","Dry","NA",10.5,"mg",10.5,"mg",10.5,"mg",NA
"151","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena chrysosceles","GCA_963855975.1","Chromosome","mass","Dry","NA",9.2,"mg",9.2,"mg",9.2,"mg",NA
"152","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena chrysosceles","GCA_963855975.1","Chromosome","mass","Dry","NA",17.4,"mg",17.4,"mg",17.4,"mg",NA
"153","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena chrysosceles","GCA_963855975.1","Chromosome","mass","Dry","NA",15.4,"mg",15.4,"mg",15.4,"mg",NA
"154","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena chrysosceles","GCA_963855975.1","Chromosome","mass","Dry","NA",15.5,"mg",15.5,"mg",15.5,"mg",NA
"155","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena chrysosceles","GCA_963855975.1","Chromosome","mass","Dry","NA",19.6,"mg",19.6,"mg",19.6,"mg",NA
"156","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena chrysosceles","GCA_963855975.1","Chromosome","mass","Dry","NA",12.8,"mg",12.8,"mg",12.8,"mg",NA
"157","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena chrysosceles","GCA_963855975.1","Chromosome","mass","Dry","NA",15.1,"mg",15.1,"mg",15.1,"mg",NA
"158","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena chrysosceles","GCA_963855975.1","Chromosome","mass","Dry","NA",6.8,"mg",6.8,"mg",6.8,"mg",NA
"159","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena chrysosceles","GCA_963855975.1","Chromosome","mass","Dry","NA",12.996,"mg",12.996,"mg",12.996,"mg",NA
"160","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena chrysosceles","GCA_963855975.1","Chromosome","mass","Dry","NA",6,"mg",6,"mg",6,"mg",NA
"161","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena chrysosceles","GCA_963855975.1","Chromosome","mass","Dry","NA",6.1,"mg",6.1,"mg",6.1,"mg",NA
"162","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena chrysosceles","GCA_963855975.1","Chromosome","mass","Dry","NA",5.1,"mg",5.1,"mg",5.1,"mg",NA
"163","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena chrysosceles","GCA_963855975.1","Chromosome","mass","Dry","NA",18.7,"mg",18.7,"mg",18.7,"mg",NA
"164","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena chrysosceles","GCA_963855975.1","Chromosome","mass","Dry","NA",7.1,"mg",7.1,"mg",7.1,"mg",NA
"165","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena chrysosceles","GCA_963855975.1","Chromosome","mass","Dry","NA",6.4,"mg",6.4,"mg",6.4,"mg",NA
"166","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena chrysosceles","GCA_963855975.1","Chromosome","mass","Dry","NA",6.6,"mg",6.6,"mg",6.6,"mg",NA
"167","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena chrysosceles","GCA_963855975.1","Chromosome","mass","Dry","NA",15.9,"mg",15.9,"mg",15.9,"mg",NA
"168","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena chrysosceles","GCA_963855975.1","Chromosome","mass","Dry","NA",13.6,"mg",13.6,"mg",13.6,"mg",NA
"169","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena chrysosceles","GCA_963855975.1","Chromosome","mass","Dry","NA",7.4,"mg",7.4,"mg",7.4,"mg",NA
"170","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena dorsata","GCA_929108735.1","Chromosome","mass","Dry","NA",5.613,"mg",5.613,"mg",5.613,"mg",NA
"171","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena dorsata","GCA_929108735.1","Chromosome","mass","Dry","NA",5.3,"mg",5.3,"mg",5.3,"mg",NA
"172","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena dorsata","GCA_929108735.1","Chromosome","mass","Dry","NA",11.3,"mg",11.3,"mg",11.3,"mg",NA
"173","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena dorsata","GCA_929108735.1","Chromosome","mass","Dry","NA",15,"mg",15,"mg",15,"mg",NA
"174","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena dorsata","GCA_929108735.1","Chromosome","mass","Dry","NA",9.4,"mg",9.4,"mg",9.4,"mg",NA
"175","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena dorsata","GCA_929108735.1","Chromosome","mass","Dry","NA",13.6,"mg",13.6,"mg",13.6,"mg",NA
"176","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena dorsata","GCA_929108735.1","Chromosome","mass","Dry","NA",13.8,"mg",13.8,"mg",13.8,"mg",NA
"177","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena dorsata","GCA_929108735.1","Chromosome","mass","Dry","NA",13.3,"mg",13.3,"mg",13.3,"mg",NA
"178","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena dorsata","GCA_929108735.1","Chromosome","mass","Dry","NA",5.6,"mg",5.6,"mg",5.6,"mg",NA
"179","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena dorsata","GCA_929108735.1","Chromosome","mass","Dry","NA",15.3,"mg",15.3,"mg",15.3,"mg",NA
"180","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena dorsata","GCA_929108735.1","Chromosome","mass","Dry","NA",16.2,"mg",16.2,"mg",16.2,"mg",NA
"181","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena dorsata","GCA_929108735.1","Chromosome","mass","Dry","NA",7.2,"mg",7.2,"mg",7.2,"mg",NA
"182","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena dorsata","GCA_929108735.1","Chromosome","mass","Dry","NA",13.1,"mg",13.1,"mg",13.1,"mg",NA
"183","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena dorsata","GCA_929108735.1","Chromosome","mass","Dry","NA",6.9,"mg",6.9,"mg",6.9,"mg",NA
"184","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena dorsata","GCA_929108735.1","Chromosome","mass","Dry","NA",12.6,"mg",12.6,"mg",12.6,"mg",NA
"185","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena dorsata","GCA_929108735.1","Chromosome","mass","Dry","NA",4.2,"mg",4.2,"mg",4.2,"mg",NA
"186","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena dorsata","GCA_929108735.1","Chromosome","mass","Dry","NA",9.4,"mg",9.4,"mg",9.4,"mg",NA
"187","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena dorsata","GCA_929108735.1","Chromosome","mass","Dry","NA",11.2,"mg",11.2,"mg",11.2,"mg",NA
"188","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena fulva","GCA_946251845.1","Chromosome","mass","Dry","NA",29.196,"mg",29.196,"mg",29.196,"mg",NA
"189","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena fulva","GCA_946251845.1","Chromosome","mass","Dry","NA",5.296,"mg",5.296,"mg",5.296,"mg",NA
"190","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena fulva","GCA_946251845.1","Chromosome","mass","Dry","NA",29,"mg",29,"mg",29,"mg",NA
"191","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena fulva","GCA_946251845.1","Chromosome","mass","Dry","NA",39.5,"mg",39.5,"mg",39.5,"mg",NA
"192","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena fulva","GCA_946251845.1","Chromosome","mass","Dry","NA",32.896,"mg",32.896,"mg",32.896,"mg",NA
"193","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena fulva","GCA_946251845.1","Chromosome","mass","Dry","NA",37.3,"mg",37.3,"mg",37.3,"mg",NA
"194","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena fulva","GCA_946251845.1","Chromosome","mass","Dry","NA",32.3,"mg",32.3,"mg",32.3,"mg",NA
"195","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena fulva","GCA_946251845.1","Chromosome","mass","Dry","NA",31.796,"mg",31.796,"mg",31.796,"mg",NA
"196","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena fulva","GCA_946251845.1","Chromosome","mass","Dry","NA",31.796,"mg",31.796,"mg",31.796,"mg",NA
"197","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena fulva","GCA_946251845.1","Chromosome","mass","Dry","NA",24.496,"mg",24.496,"mg",24.496,"mg",NA
"198","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena fulva","GCA_946251845.1","Chromosome","mass","Dry","NA",32.1,"mg",32.1,"mg",32.1,"mg",NA
"199","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena fulva","GCA_946251845.1","Chromosome","mass","Dry","NA",22.8,"mg",22.8,"mg",22.8,"mg",NA
"200","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena fulva","GCA_946251845.1","Chromosome","mass","Dry","NA",30.596,"mg",30.596,"mg",30.596,"mg",NA
"201","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena fulva","GCA_946251845.1","Chromosome","mass","Dry","NA",26,"mg",26,"mg",26,"mg",NA
"202","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena fulva","GCA_946251845.1","Chromosome","mass","Dry","NA",36.6,"mg",36.6,"mg",36.6,"mg",NA
"203","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena fulva","GCA_946251845.1","Chromosome","mass","Dry","NA",11,"mg",11,"mg",11,"mg",NA
"204","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena fulva","GCA_946251845.1","Chromosome","mass","Dry","NA",26.4,"mg",26.4,"mg",26.4,"mg",NA
"205","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena fulva","GCA_946251845.1","Chromosome","mass","Dry","NA",34,"mg",34,"mg",34,"mg",NA
"206","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena fulva","GCA_946251845.1","Chromosome","mass","Dry","NA",29.2,"mg",29.2,"mg",29.2,"mg",NA
"207","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena fulva","GCA_946251845.1","Chromosome","mass","Dry","NA",27.6,"mg",27.6,"mg",27.6,"mg",NA
"208","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena fulva","GCA_946251845.1","Chromosome","mass","Dry","NA",11.5,"mg",11.5,"mg",11.5,"mg",NA
"209","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena fulva","GCA_946251845.1","Chromosome","mass","Dry","NA",21.496,"mg",21.496,"mg",21.496,"mg",NA
"210","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena fulva","GCA_946251845.1","Chromosome","mass","Dry","NA",7.7,"mg",7.7,"mg",7.7,"mg",NA
"211","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena fulva","GCA_946251845.1","Chromosome","mass","Dry","NA",32.6,"mg",32.6,"mg",32.6,"mg",NA
"212","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena fulva","GCA_946251845.1","Chromosome","mass","Dry","NA",28.596,"mg",28.596,"mg",28.596,"mg",NA
"213","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena fulva","GCA_946251845.1","Chromosome","mass","Dry","NA",35.396,"mg",35.396,"mg",35.396,"mg",NA
"214","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena haemorrhoa","GCA_910592295.1","Chromosome","mass","Dry","NA",11.093,"mg",11.093,"mg",11.093,"mg",NA
"215","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena haemorrhoa","GCA_910592295.1","Chromosome","mass","Dry","NA",9.771,"mg",9.771,"mg",9.771,"mg",NA
"216","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena haemorrhoa","GCA_910592295.1","Chromosome","mass","Dry","NA",8.991,"mg",8.991,"mg",8.991,"mg",NA
"217","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena haemorrhoa","GCA_910592295.1","Chromosome","mass","Dry","NA",23.613,"mg",23.613,"mg",23.613,"mg",NA
"218","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena haemorrhoa","GCA_910592295.1","Chromosome","mass","Dry","NA",9.4,"mg",9.4,"mg",9.4,"mg",NA
"219","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena haemorrhoa","GCA_910592295.1","Chromosome","mass","Dry","NA",14.591,"mg",14.591,"mg",14.591,"mg",NA
"220","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena haemorrhoa","GCA_910592295.1","Chromosome","mass","Dry","NA",9.557,"mg",9.557,"mg",9.557,"mg",NA
"221","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena haemorrhoa","GCA_910592295.1","Chromosome","mass","Dry","NA",18.696,"mg",18.696,"mg",18.696,"mg",NA
"222","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena haemorrhoa","GCA_910592295.1","Chromosome","mass","Dry","NA",13.29,"mg",13.29,"mg",13.29,"mg",NA
"223","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena haemorrhoa","GCA_910592295.1","Chromosome","mass","Dry","NA",12.793,"mg",12.793,"mg",12.793,"mg",NA
"224","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena haemorrhoa","GCA_910592295.1","Chromosome","mass","Dry","NA",29.496,"mg",29.496,"mg",29.496,"mg",NA
"225","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena haemorrhoa","GCA_910592295.1","Chromosome","mass","Dry","NA",20.196,"mg",20.196,"mg",20.196,"mg",NA
"226","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena haemorrhoa","GCA_910592295.1","Chromosome","mass","Dry","NA",10.8,"mg",10.8,"mg",10.8,"mg",NA
"227","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Andrenidae","Andrena","Andrena haemorrhoa","GCA_910592295.1","Chromosome","mass","Dry","NA",19.7,"mg",19.7,"mg",19.7,"mg",NA
